Date,Time,Main_Temp_F,Main_Humidity_pct,Basement_Temp_F,Basement_Humidity_pct,BedroomAqara_Temp_F,BedroomAqara_Humidity_pct,BedroomHomePod_Temp_F,BedroomHomePod_Humidity_pct,Crawlspace_Temp_F,Crawlspace_Humidity_pct
2026-08-26,23:01,71.24°F,50,78.08°F,44,72.68°F,50,69.44°F,53,74.48°F,67,
2026-08-27,00:58,73.04°F,50,78.26°F,43,71.96°F,49,69.62°F,52,73.58°F,70,
2026-08-27,06:00,71.6°F,50,77.18°F,44,73.4°F,57,72.14°F,56,73.04°F,75,
2026-08-27,09:00,73.58°F,52,75.92°F,45,73.04°F,52,70.88°F,50,72.5°F,77,
2026-08-27,13:30,73.58°F,52,75.56°F,46,72.86°F,50,71.42°F,53,73.4°F,74,
2026-08-27,17:00,70.52°F,52,75.2°F,48,73.94°F,51,71.06°F,54,74.48°F,66,
2026-08-27,18:02,72.14°F,52,75.92°F,45,73.58°F,46,70.88°F,51,75.02°F,71,
2026-08-27,19:00,72.14°F,52,75.56°F,47,73.58°F,47,69.98°F,50,74.66°F,65,
2026-08-27,21:00,70.7°F,50,77.54°F,47,74.12°F,51,69.8°F,51,74.84°F,66,
2026-08-27,23:01,71.24°F,50,77°F,45,73.94°F,49,70.88°F,51,74.84°F,62,
2026-08-28,00:58,72.86°F,50,77.72°F,44,74.3°F,49,71.96°F,53,74.84°F,69,
2026-08-28,06:00,73.4°F,52,77.36°F,45,74.84°F,55,73.04°F,53,73.76°F,74,
2026-08-28,09:00,71.24°F,52,77.72°F,47,74.3°F,54,72.32°F,53,72.86°F,75,
2026-08-28,13:30,70.52°F,52,76.1°F,47,74.12°F,52,70.7°F,54,73.22°F,69,
2026-08-28,17:00,70.34°F,52,77.18°F,45,74.48°F,52,71.6°F,53,74.66°F,63,
2026-08-28,18:02,70.34°F,52,76.28°F,45,75.02°F,52,71.42°F,53,74.84°F,68,
2026-08-28,19:00,70.34°F,52,76.1°F,45,75.74°F,46,70.7°F,50,74.84°F,68,
2026-08-28,21:00,72.5°F,52,76.46°F,44,75.92°F,49,73.04°F,50,74.48°F,65,
2026-08-28,23:01,71.78°F,50,76.82°F,45,75.92°F,50,72.86°F,51,74.12°F,63,
2026-08-29,00:58,73.22°F,52,76.1°F,45,75.38°F,46,71.6°F,49,73.22°F,65,
2026-08-29,06:00,72.86°F,50,76.28°F,44,74.84°F,51,72.5°F,53,70.7°F,65,
2026-08-29,09:00,73.04°F,52,76.1°F,44,74.66°F,56,72.32°F,58,70.16°F,64,
2026-08-29,13:30,73.04°F,50,74.84°F,44,74.3°F,52,71.24°F,50,71.96°F,66,
2026-08-29,17:00,72.5°F,50,75.92°F,44,74.66°F,48,72.14°F,49,73.76°F,61,
2026-08-29,18:02,72.5°F,50,75.02°F,44,75.74°F,49,71.06°F,51,74.3°F,67,
2026-08-29,19:00,72.5°F,50,74.66°F,45,75.38°F,43,69.62°F,48,74.48°F,70,
2026-08-29,21:00,70.7°F,50,75.56°F,45,76.28°F,50,72.68°F,54,74.3°F,56,
2026-08-29,23:01,70.34°F,50,74.66°F,45,75.74°F,48,70.52°F,53,73.76°F,56,
2026-08-30,00:58,72.5°F,50,75.56°F,45,76.46°F,53,73.22°F,54,73.58°F,68,
2026-08-30,06:00,70.7°F,50,75.02°F,45,73.94°F,45,71.06°F,49,72.68°F,72,
2026-08-30,09:00,73.04°F,52,76.1°F,45,72.32°F,53,70.34°F,53,72.68°F,74,
2026-08-30,13:30,70.16°F,52,75.92°F,44,71.6°F,52,69.62°F,54,73.76°F,65,
2026-08-30,17:00,71.24°F,52,75.92°F,44,72.5°F,50,70.16°F,51,74.48°F,61,
2026-08-30,18:02,71.24°F,50,75.74°F,45,72.5°F,47,70.7°F,50,74.84°F,69,
2026-08-30,19:00,69.44°F,50,74.66°F,47,72.32°F,53,69.26°F,54,74.84°F,69,
2026-08-30,21:00,71.24°F,52,75.74°F,48,72.32°F,51,69.44°F,52,74.48°F,69,
2026-08-31,00:58,72.86°F,52,76.46°F,45,71.96°F,52,70.52°F,51,74.48°F,63,
2026-08-31,06:00,72.86°F,52,76.1°F,44,71.42°F,57,70.34°F,55,73.94°F,70,
2026-08-31,09:00,71.06°F,52,75.38°F,47,71.24°F,56,68.72°F,58,73.58°F,74,
2026-08-31,13:30,73.58°F,52,74.3°F,46,71.06°F,58,68°F,58,73.76°F,66,
2026-08-31,17:00,71.78°F,52,75.02°F,46,71.06°F,54,68.54°F,55,75.02°F,70,
2026-08-31,18:02,68.72°F,52,74.66°F,48,71.24°F,51,67.82°F,55,75.2°F,70,
2026-08-31,19:00,68.72°F,52,74.48°F,48,71.42°F,54,67.64°F,57,75.02°F,68,
2026-08-31,21:00,70.16°F,54,75.38°F,46,72.68°F,59,70.52°F,61,74.3°F,61,
2026-08-31,23:01,71.78°F,54,75.02°F,46,74.48°F,57,70.88°F,58,74.3°F,58,
2026-09-01,00:58,72.32°F,54,75.92°F,44,75.2°F,59,73.04°F,59,74.48°F,54,
2026-09-01,06:00,71.78°F,54,75.56°F,44,75.92°F,57,73.04°F,58,74.3°F,57,
2026-09-01,09:00,72.5°F,54,75.38°F,46,75.56°F,52,71.96°F,55,74.3°F,74,
2026-09-01,13:30,67.82°F,56,75.02°F,54,75.02°F,52,71.42°F,54,75.2°F,76,
2026-09-01,17:00,70.7°F,56,75.56°F,50,76.64°F,51,70.7°F,55,77.54°F,74,
2026-09-01,18:02,68.36°F,56,75.38°F,57,77.18°F,50,70.52°F,55,77.9°F,74,
2026-09-01,19:00,68.36°F,56,75.38°F,52,77.54°F,49,70.34°F,55,77.54°F,72,
2026-09-01,21:00,67.28°F,56,74.66°F,49,75.92°F,44,68.9°F,51,77°F,65,
2026-09-01,23:01,72.14°F,54,76.28°F,46,74.48°F,43,69.8°F,50,75.74°F,55,
2026-09-02,00:58,69.62°F,54,75.38°F,46,73.4°F,47,69.08°F,52,75.2°F,56,
2026-09-02,06:00,71.42°F,54,75.92°F,45,74.3°F,60,71.96°F,60,74.84°F,56,
2026-09-02,09:00,71.42°F,54,74.66°F,47,74.12°F,55,69.62°F,57,74.48°F,59,
2026-09-02,13:30,68.54°F,56,75.56°F,53,75.02°F,56,70.7°F,59,76.1°F,74,
2026-09-02,17:00,71.6°F,58,78.98°F,53,74.3°F,49,69.62°F,54,78.44°F,74,
2026-09-02,18:02,71.42°F,58,77.9°F,51,74.84°F,50,69.62°F,54,78.44°F,72,
2026-09-02,19:00,71.24°F,58,79.34°F,54,75.2°F,49,70.34°F,54,79.16°F,73,
2026-09-02,21:00,70.7°F,56,79.34°F,49,74.12°F,46,68.9°F,51,79.16°F,70,
2026-09-02,23:01,69.08°F,56,77.36°F,47,73.58°F,47,66.56°F,55,78.08°F,65,
2026-09-03,00:58,68.18°F,56,77.54°F,45,72.86°F,49,68°F,54,76.82°F,55,
2026-09-03,06:00,70.16°F,54,76.82°F,45,70.7°F,51,69.26°F,56,76.1°F,52,
2026-09-03,09:00,72.86°F,54,75.56°F,46,70.88°F,55,68.9°F,57,75.38°F,55,
2026-09-03,13:30,71.24°F,54,77.9°F,48,71.42°F,59,69.8°F,58,75.92°F,68,
2026-09-03,17:00,69.62°F,54,80.24°F,50,72.68°F,52,68.9°F,56,78.26°F,70,
2026-09-03,18:02,69.62°F,56,78.8°F,48,73.04°F,50,69.08°F,56,78.8°F,70,
2026-09-03,19:00,69.62°F,56,79.16°F,50,72.86°F,52,68.54°F,56,77.9°F,66,
2026-09-03,19:59,70.16°F,56,78.26°F,49,72.86°F,52,68.9°F,56,77.72°F,71,
2026-09-03,21:00,69.8°F,56,77.72°F,48,72.86°F,53,68.54°F,57,77°F,61,
2026-09-03,23:01,71.6°F,56,78.8°F,46,71.96°F,52,69.98°F,55,77°F,65,
2026-09-04,00:58,70.52°F,54,77.54°F,46,71.24°F,53,69.26°F,55,76.1°F,73,
2026-09-04,06:00,70.88°F,54,76.82°F,46,70.7°F,56,69.62°F,57,75.56°F,68,
2026-09-04,09:00,71.06°F,54,76.1°F,48,70.88°F,58,67.64°F,62,74.84°F,66,
2026-09-04,13:30,71.24°F,54,78.26°F,45,70.7°F,58,70.16°F,59,75.2°F,71,
2026-09-04,17:00,70.7°F,54,76.46°F,47,71.24°F,56,68.72°F,57,75.56°F,71,
2026-09-04,18:02,70.7°F,54,76.82°F,45,71.42°F,53,69.26°F,55,75.56°F,61,
2026-09-04,19:00,70.7°F,54,76.64°F,46,71.6°F,56,69.08°F,55,75.92°F,71,
2026-09-04,21:00,70.7°F,54,77°F,44,71.96°F,52,69.8°F,53,75.56°F,57,
2026-09-04,23:01,70.7°F,54,76.46°F,45,71.78°F,56,69.8°F,55,75.2°F,57,
2026-09-05,00:58,71.78°F,52,77.72°F,45,71.42°F,55,69.8°F,55,75.56°F,70,
2026-09-05,06:00,71.06°F,54,77.18°F,45,71.24°F,58,69.8°F,59,75.56°F,56,
2026-09-05,09:00,72.32°F,52,76.46°F,55,70.88°F,58,66.56°F,59,74.3°F,67,
